Title,Parallel,Type,Rarity,Edition Size,Description,Ability,Cost,Attack,Health,Image URL,Token ID,Artist,mp_img_url
Amniotic Mitosis Chamber,Kathari,Relic,Rare,"3,500","“We can learn from our enemies. They may not be built like us, but their genetic data could lead to new innovations.” - Apolli Demetus Alpha, Exalted Archivist","This relic enters the field with 3 counters.
After an enemy unit is destroyed, remove a counter from this relic and create an Amniotic Mimic which transforms into a 1/1 copy of the destroyed unit. It becomes a Clone and Iterant in addition to its other types.
After this relic has no counters on it, destroy it.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_AmnioticMitosisChamber/Kat_AmnioticMitosisChamber_Non_Rar_Fe_Img.png,100200144,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_AmnioticMitosisChamber/Kat_AmnioticMitosisChamber_Non_Prm_Mp_Img.png
Assimilate,Kathari,Effect,Uncommon,"10,000",Magna’s exceptional traits elevated by the presence of those mysterious shards led to a new discovery - a glimpse into the Kathari’s true potential.,"Target friendly unit becomes a Convergent in addition to its other types.
Create a random Convergent unit and add it to your hand.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_Assimilate/Kat_Assimilate_Non_Ucm_Fe_Img.png,100200147,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_Assimilate/Kat_Assimilate_Non_Prm_Mp_Img.png
Convergent Benefactoran,Kathari,Unit,Common,"60,000",I see what my brothers and sisters see. Feel what they feel. We are one. We are many.,Muster: Other friendly Convergents in play and in your hand gain +2/+0.,5,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentBenefactoran/Kat_ConvergentBenefactoran_Non_Cmn_Fe_Img.png,100200150,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentBenefactoran/Kat_ConvergentBenefactoran_Non_Prm_Mp_Img.png
Convergent Centurus,Kathari,Unit,Uncommon,"10,000","“I can no longer sleep. Horrors burned into my eyes, such that I cannot escape the visions of the Centurus in my mind. The Kathari war cries, melding with the screams of my friends.” - Colette Marlon, Marcolian 2nd Regiment Rifleman","Muster: Create two 1/1 Convergents.
After you bank a unit, create a 1/1 Convergent. If you have ten or more units, create a 2/2 Convergent instead.",4,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentCenturus/Kat_ConvergentCenturus_Non_Ucm_Fe_Img.png,100200153,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentCenturus/Kat_ConvergentCenturus_Non_Prm_Mp_Img.png
Convergent Salvatorum,Kathari,Unit,Common,"60,000","“There is a true target at the heart of every conflict. See what I see. Strike where I strike.” - Eumetia, Convergent Domina","Friendly Convergents have ""When this unit attacks, deal 1 damage to the enemy.""",2,1.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentSalvatorum/Kat_ConvergentSalvatorum_Non_Cmn_Fe_Img.png,100200159,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentSalvatorum/Kat_ConvergentSalvatorum_Non_Prm_Mp_Img.png
Convergent Velitus,Kathari,Unit,Common,"60,000",“Shining blades and piercing bullets. The Kathari descend upon us like hail.”,Friendly Convergents have +1/+0 for each other friendly Convergent on the field while attacking.,3,2.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentVelitus/Kat_ConvergentVelitus_Non_Cmn_Fe_Img.png,100200162,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ConvergentVelitus/Kat_ConvergentVelitus_Non_Prm_Mp_Img.png
Crashing Wave,Kathari,Effect,Uncommon,"10,000","Like the ceaseless oceans of their ancestral home, the Kathari bear down with unrelenting persistence.","Create a Scipian Tide with attack and health equal to the number of friendly units you have. If you have fewer units than the enemy, it gains Armed.",5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_CrashingWave/Kat_CrashingWave_Non_Ucm_Fe_Img.png,100200165,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_CrashingWave/Kat_CrashingWave_Non_Prm_Mp_Img.png
Convergent Domina,Kathari,Unit,Legendary,"1,000","“Fear. That is what gives us pause, makes us doubt. Without fear, we are free - free to do as we desire. Slough fear from yourselves like old skin. Our time is now.”",Friendly Convergents have Battle Ready and must attack each turn.,3,2.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_EumetiusConvergentTempest/Kat_EumetiusConvergentTempest_Non_Lgn_Fe_Img.png,100200168,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_EumetiusConvergentTempest/Kat_EumetiusConvergentTempest_Non_Prm_Mp_Img.png
Gamma Core,Kathari,Relic,Rare,"3,500",Let the blood of our fallen fuel this liquid core. Let rise The Gamma - He who slumbers no more.,"When four friendly units are destroyed in a turn, this relic transforms into an 8/8 Avenging Gamma.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_GammaCore/Kat_GammaCore_Non_Rar_Fe_Img.png,100200171,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_GammaCore/Kat_GammaCore_Non_Prm_Mp_Img.png
Gnaeus' Valerusi Inductus,Kathari,Unit,Uncommon,"10,000",“I’m your target. Show me that Earthen strength I’ve heard so much about.”,"This card may only be in your deck if Gnaeus Valerus Alpha is your paragon.
When an enemy unit attacks an adjacent friendly unit, it attacks this unit instead.
Adjacent units have +2/+0 while attacking.",4,2.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_GnaeusValerusiInductus/Kat_GnaeusValerusiInductus_Non_Ucm_Fe_Img.png,100200174,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_GnaeusValerusiInductus/Kat_GnaeusValerusiInductus_Non_Prm_Mp_Img.png
Reciprocal Hoplite,Kathari,Unit,Common,"60,000","“This life is a currency. Spend it how you will, but take as much as you receive.” - Wicus Beta, 2nd Cohort Centurion","Defender
If you have fewer units than the enemy, combat damage dealt to this unit is also dealt to its attacker.
Aftermath: Draw a card.",2,0.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ReciprocalHoplite/Kat_ReciprocalHoplite_Non_Cmn_Fe_Img.png,100200177,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ReciprocalHoplite/Kat_ReciprocalHoplite_Non_Prm_Mp_Img.png
Resplendent Lustrician,Kathari,Unit,Common,"60,000","“Eight days of new life. Eight days of new knowledge. Rise now my child, and receive your name. A name that even death cannot erase.”",Friendly units enter the field as Convergents in addition to their other types.,1,0.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ResplendentLustrician/Kat_ResplendentLustrician_Non_Cmn_Fe_Img.png,100200180,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ResplendentLustrician/Kat_ResplendentLustrician_Non_Prm_Mp_Img.png
Scipian Praetor,Kathari,Unit,Uncommon,"10,000","Faceless Praetors, unmoving stones amid the waves of Kathari.","This card may only be in your deck if Scipius Magnus Alpha is your paragon.
This unit has +1/+1 and Defender if you control a Scipius' Adjutant.
Muster: Create a Scipius' Adjutant.",4,3.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ScipianPraetor/Kat_ScipianPraetor_Non_Ucm_Fe_Img.png,100200183,@TAEHOONPARK9,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_ScipianPraetor/Kat_ScipianPraetor_Non_Prm_Mp_Vid.gif
Swelling Tide,Kathari,Effect,Uncommon,"10,000","“Seek strength from balance. If an obstacle would stop you, swell the tides and meet it with equal measure.” - Fifth Palm of Galli","If you have fewer units than the enemy, look at the top three cards of your deck and put a unit from among them into your hand and the rest on the bottom of your deck. That unit costs one less this turn.
If you have the same amount or more units than the enemy, draw a card then discard a card.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_SwellingTide/Kat_SwellingTide_Non_Ucm_Fe_Img.png,100200187,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_SwellingTide/Kat_SwellingTide_Non_Prm_Mp_Img.png
The Rubicon,Kathari,Unit,Legendary,"1,000","“The looming threat of genetic decay has pained us long enough. For the future of the Children of Europa, we board the Rubicon and reclaim the Firmamentum Domus.”","Evasive, Shielded
Muster: Create a copy of each card in your hand.
After a friendly unit is destroyed, create a 1/1 Convergent.",6,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TheRubicon/Kat_TheRubicon_Non_Lgn_Fe_Img.png,100200190,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TheRubicon/Kat_TheRubicon_Non_Prm_Mp_Img.png
The Tide Of Ottius,Kathari,Relic,Rare,"3,500","Ottius gave the last of his life to the Hydrolists, so they may use his powers and turn the tide of battle.","At the start of your turn, you may destroy target friendly Clone and add a counter to this relic. Then, if this relic has four or more counters, destroy it and create four copies of target friendly unit. Those units gain Battle Ready.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TheTideOfOttius/Kat_TheTideOfOttius_Non_Rar_Fe_Img.png,100200194,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TheTideOfOttius/Kat_TheTideOfOttius_Non_Prm_Mp_Img.png
Triumph Of Europa,Kathari,Effect,Rare,"3,500","We may not have regained the Firmamentum Domus, but we have found something much more powerful. This victory is our first step in securing a future of all Europans. We will save our people from genetic decay!",Waste the top three cards of your deck. Play any number of units with total cost 6 or less from your waste. Those units gain +1/+0.,5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TriumphOfEuropa/Kat_TriumphOfEuropa_Non_Rar_Fe_Img.png,100200197,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_TriumphOfEuropa/Kat_TriumphOfEuropa_Non_Prm_Mp_Img.png
Vindex Europae,Kathari,Unit,Common,"60,000","Kathari find humility in selflessness. One’s life was, and always will exist solely to be given.","This unit can't attack.
When an enemy unit attacks a friendly Convergent, it attacks this unit instead.",1,1.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_VindexEuropae/Kat_VindexEuropae_Non_Cmn_Fe_Img.png,100200200,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Kat_VindexEuropae/Kat_VindexEuropae_Non_Prm_Mp_Img.png
Ammunition Stockpile,Marcolian,Relic,Uncommon,"10,000","“Take what you need, recruit. But be careful! There’s enough explosive ordinance here to vaporize Deimos - so for all our sakes, no loaded firearms in the Munitions Depot.” - Chief Munitions Officer",The first friendly unit that attacks each turn may attack twice.,5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_AmmunitionStockpile/Mcl_AmmunitionStockpile_Non_Ucm_Fe_Img.png,100200203,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_AmmunitionStockpile/Mcl_AmmunitionStockpile_Non_Prm_Mp_Img.png
Artillery Spotter,Marcolian,Unit,Common,"60,000","Crimson Blade, this is Phobos 2. Good effect on target. Target neutralized.","After you play an effect, deal 2 damage to the enemy.",2,0.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_ArtillerySpotter/Mcl_ArtillerySpotter_Non_Cmn_Fe_Img.png,100200206,@_CHRISBJERRE,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_ArtillerySpotter/Mcl_ArtillerySpotter_Non_Prm_Mp_Vid.gif
Catherine's Rallying Cry,Marcolian,Effect,Rare,"3,500","“Once more unto the breach, dear friends, once more!”","This card may only be in your deck if Catherine Lapointe, The Mad General is your paragon.
Play two random units each with cost 3 or less from your deck.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_CatherinesRallyingCry/Mcl_CatherinesRallyingCry_Non_Rar_Fe_Img.png,100200217,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_CatherinesRallyingCry/Mcl_CatherinesRallyingCry_Non_Prm_Mp_Img.png
Expedited Orders,Marcolian,Effect,Common,"60,000",Double time!,Target friendly unit gains Battle Ready.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_ExpeditedOrders/Mcl_ExpeditedOrders_Non_Cmn_Fe_Img.png,100200224,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_ExpeditedOrders/Mcl_ExpeditedOrders_Non_Prm_Mp_Img.png
Field Marshal,Marcolian,Unit,Rare,"3,500","_“I have always found that plans are useless, but planning is indispensable”_","When you play a split card, you may play both sides.",4,4.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_FieldMarshal/Mcl_FieldMarshal_Non_Rar_Fe_Img.png,100200227,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_FieldMarshal/Mcl_FieldMarshal_Non_Prm_Mp_Img.png
Fleet Support,Marcolian,Relic,Uncommon,"10,000",Marcolian advances are often made in conjunction with a thunderous bombardment from above.,"The first time you play an effect each turn, play a copy of it.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_FleetSupport/Mcl_FleetSupport_Non_Ucm_Fe_Img.png,100200230,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_FleetSupport/Mcl_FleetSupport_Non_Prm_Mp_Img.png
Hq Cataphract Land Fortress,Marcolian,Unit,Legendary,"1,000",The moving fortresses of the Marcolians provide an impenetrable base of operations for far-flung campaigns.,"Shielded
This card may only be in your deck if Armored Division HQ is your paragon.
Adjacent friendly Vehicles can't be damaged or destroyed during your turn.
After this unit takes combat damage, deal that much damage to the enemy.",7,2.0,9.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_HqCataphractLandFortress/Mcl_HqCataphractLandFortress_Non_Lgn_Fe_Img.png,100200239,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_HqCataphractLandFortress/Mcl_HqCataphractLandFortress_Non_Prm_Mp_Img.png
Lemieux's Irregulars,Marcolian,Unit,Rare,"3,500","Recruited from all manner of the most lethal forces in the system, Lemieux’s personal retinue is largely comprised of individuals you really would not want to cross.","This card may only be in your deck if Lemieux, Master Commando is your paragon.
Assault: Destroy target enemy unit damaged this turn.
After this unit deals combat damage to the enemy, draw a Lemieux’s Irregulars.",3,3.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_LemieuxsIrregulars/Mcl_LemieuxsIrregulars_Non_Rar_Fe_Img.png,100200242,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_LemieuxsIrregulars/Mcl_LemieuxsIrregulars_Non_Prm_Mp_Img.png
Logistics Officer,Marcolian,Unit,Common,"60,000","""Gentlemen, the officer who doesn't know his communications and supply as well as his tactics is totally useless.""","Play with the top card of your deck revealed.
You may play units from the top of your deck as though it was in your hand.",4,3.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_LogisticsOfficer/Mcl_LogisticsOfficer_Non_Cmn_Fe_Img.png,100200245,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_LogisticsOfficer/Mcl_LogisticsOfficer_Non_Prm_Mp_Img.png
Pathfinder,Marcolian,Unit,Common,"60,000","We have conquered Mars - made its cold red soil into a verdant home. With new landscapes ahead, I see glory in our future.","After this unit deals combat damage, it gains +1/+1.
Aftermath: Target friendly unit gains attack equal to this unit’s attack.",1,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_Pathfinder/Mcl_Pathfinder_Non_Cmn_Fe_Img.png,100200252,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_Pathfinder/Mcl_Pathfinder_Non_Prm_Mp_Img.png
Second Wave Soldier,Marcolian,Unit,Common,"60,000","The world around Mateo seemed to erupt in earth and fire, but next to his comrades, he felt no fear. He let out a cry and rushed through the flames.","Muster: If this is the second unit you played this turn, draw a card.",2,2.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_SecondWaveSoldier/Mcl_SecondWaveSoldier_Non_Cmn_Fe_Img.png,100200266,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_SecondWaveSoldier/Mcl_SecondWaveSoldier_Non_Prm_Mp_Img.png
Sustained Assault,Marcolian,Effect,Uncommon,"10,000","“Hold the line, comrades! Today we make history!”",Draw a card for each Assault you have triggered this game.,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_SustainedAssault/Mcl_SustainedAssault_Non_Ucm_Fe_Img.png,100200272,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_SustainedAssault/Mcl_SustainedAssault_Non_Prm_Mp_Img.png
The Victory,Marcolian,Unit,Legendary,"1,000","Named after an ancient warship of legend, the Marcolian Navy Ship Victory stands tall amongst even Mars' mighty armada. Designated as the command vessel for reclaiming Earth, it serves as the very essence of Marcolian might in the system.","Shielded, Evasive
Assault: Deal 4 damage to any target.
The first time each turn an enemy unit enters the field, deal 2 damage to that unit and the enemy player.",6,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_TheVictory/Mcl_TheVictory_Non_Lgn_Fe_Img.png,100200275,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_TheVictory/Mcl_TheVictory_Non_Prm_Mp_Img.png
Triumph Of Mars,Marcolian,Effect,Rare,"3,500","“We will fight them in space, we will fight them on Earth, we will fight them and never surrender - we will win”",Put all cards in your hand on the bottom of your deck. Draw three cards. Reduce the cost of each card drawn by 3.,5,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_TriumphOfMars/Mcl_TriumphOfMars_Non_Rar_Fe_Img.png,100200279,@TAEHOONPARK9,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_TriumphOfMars/Mcl_TriumphOfMars_Non_Prm_Mp_Img.png
Vigilant Patrol,Marcolian,Unit,Uncommon,"10,000","“There's something out there waiting for us, and it ain't no Marcolian.” - Anonymous Scout Trooper","After this unit deals combat damage, reveal target enemy banked card.
If there are at least three revealed enemy bank cards, this unit has +2/+1.",3,4.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_VigilantPatrol/Mcl_VigilantPatrol_Non_Ucm_Fe_Img.png,100200282,@DHENZELOBENG,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_VigilantPatrol/Mcl_VigilantPatrol_Non_Prm_Mp_Vid.gif
Volley Fire,Marcolian,Effect,Uncommon,"10,000",Give them a volley.,Deal 1 damage to a random enemy target. Repeat on the same target for every unit you control.,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_VolleyFire/Mcl_VolleyFire_Non_Ucm_Fe_Img.png,100200286,@TAEHOONPARK9,https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Mcl_VolleyFire/Mcl_VolleyFire_Non_Prm_Mp_Vid.gif
"Adira, The Ill Omen",Shroud,Unit,Legendary,"1,000","Knowing what the future holds, but not the form in which it will take shape, drove Adira beyond the brink of madness.","Battle Ready, Evasive
When this unit attacks, look at the top three cards of the enemy deck, play one, and put the others into your singularity.",5,2.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_AdiraTheIllOmen/Shr_AdiraTheIllOmen_Non_Lgn_Fe_Img.png,100200290,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_AdiraTheIllOmen/Shr_AdiraTheIllOmen_Non_Prm_Mp_Img.png
Aspiring Steward,Shroud,Unit,Uncommon,"10,000","Goran clutched at his blade, felt the balance and heft of it. Today would be the day. He would make Brand proud and claim his rightful place as a Steward by his side. “Today” he thought. “It must be today!”","After you damage to yourself, deal 2 damage to the enemy player and put the bottom card of the enemy deck into your singularity.",2,3.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_AspiringSteward/Shr_AspiringSteward_Non_Ucm_Fe_Img.png,100200293,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_AspiringSteward/Shr_AspiringSteward_Non_Prm_Mp_Img.png
Brand's Honor Guard,Shroud,Unit,Rare,"3,500","They are the chosen. Hand picked by Brand himself. Wordlessly hefting their weapons - blades made not to maim, but to simply pluck one’s essence from their bodies. They are his reapers.","This card may only be in your deck if Brand, Steward Eternal is your paragon.
Activate, banish two other friendly units: Put target unit with cost equal to or less than the combined costs of the banished friendly units from your singularity onto the field. Limit once per turn.",4,4.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_BrandsHonorGuard/Shr_BrandsHonorGuard_Non_Rar_Fe_Img.png,100200296,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_BrandsHonorGuard/Shr_BrandsHonorGuard_Non_Prm_Mp_Img.png
Call The Corrupted,Shroud,Effect,Uncommon,"10,000","Then, as if suddenly let loose from Death’s unyielding grip, they rose again. Eyes aglow in a hypnotizing magenta, faces contorted in abject horror. Thiesa knew then, that there was no escape. She would die here today.","Create two random Corrupted units, each with cost 3 or less.",3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CallTheCorrupted/Shr_CallTheCorrupted_Non_Ucm_Fe_Img.png,100200299,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CallTheCorrupted/Shr_CallTheCorrupted_Non_Prm_Mp_Img.png
Chaos Rift,Shroud,Effect,Common,"60,000","It was as if space itself opened, spilling forth all manner of light and color. From that prismatic maw came ships that we had seemingly lost to the void.",The enemy divides each unit in your singularity into two piles. Choose a pile and put all units in that pile onto the field under your control.,9,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_ChaosRift/Shr_ChaosRift_Non_Cmn_Fe_Img.png,100200302,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_ChaosRift/Shr_ChaosRift_Non_Prm_Mp_Img.png
Corrupted Monolith,Shroud,Relic,Common,"60,000",“A vile altar to all that they have defiled. Let it stand as a lesson that we must not stand idly by.” - Nehemiah,"This relic enters the field with two counters.
When you deal damage to yourself, this relic gains a counter.
Activate, spend 1 energy: Play a card from your singularity by spending counters equal to that card's energy cost. If a unit was played in this way, it gains Corrupted in addition to its other types.",2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CorruptedMonolith/Shr_CorruptedMonolith_Non_Cmn_Fe_Img.png,100200305,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.us-east-1.amazonaws.com/Cards/Shr_CorruptedMonolith/Shr_CorruptedMonolith_Non_Prm_Mp_Img.png
